,A,AAL,AMR,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADCT,ADI,ADM,ADP,ADS,ADSK,ADT,AEE,AEP,AES,AFL,AFSI,AGN,AIG,AIT,AIV,AIZ,AJG,AKAM,AKS,AL,ALB,ALGN,ALK,ALL,ALLE,ALTR,ALXN,AM,AMAT,AMCR,AMD,AME,AMG,AMGN,AMH,AMP,AMT,AMZN,AN,ANDV,ANET,ANF,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,AR,ARC,ARE,ARNC,ASC,ASH,ASND,ASO,AT,ATGE,ATI,ATO,ATVI,AVB,AVGO,AVP,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBBY,BBI,BBWI,BBY,BC,BCO,BDX,BEAM,BEN,BF.B,BFI,BHF,BIG,BIIB,BIO,BK,BKNG,BKR,BLK,BLL,BMY,BNL,BR,BRK.B,BRO,BSX,BTUUQ,BUD,BWA,BXP,C,CAG,CAH,CAL,CAR,CARR,CAT,CB,CBB,CBOE,CBRE,CCB,CCEP,CCI,CCK,CCL,CCTYQ,CCU,CDAY,CDNS,CDW,CE,CEG,CELG,CERN,CF,CFG,CG,CHD,CHK,CHRS,CHRW,CHTR,CI,CIEN,CINF,CITGQ,CL,CLF,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,CNX,COF,COG,COL,COMS,COO,COST,COTY,CPB,CPQ,CPRI,CPRT,CR,CRL,CRM,CRR,CSCO,CSR,CSX,CTAS,CTB,CTLT,CTRA,CTSH,CTVA,CTXS,CVG,CVS,CVX,CXO,CZR,D,DAL,DALRQ,DD,DDR,DDS,DE,DELL,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DLX,DNB,DNR,DO,DOV,DOW,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,DYN,EA,EBAY,EC,ECL,ED,EFX,EHC,EIX,KODK,EL,EMC,EMN,EMR,ENDP,ENPH,ENRNQ,ENS,EOG,EQ,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETN,ETR,ETSY,EVHC,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCN,FCPT,FCX,FDC,FDX,FE,FFIV,FG,FHN,FIS,FISV,FITB,FL,FLIR,FLR,FLS,FLT,FLTWQ,FMC,FOSL,FOX,FOXA,FRC,FRO,FRT,FRX,FSLR,FTI,FTNT,FTV,G,GAS,GD,GE,GHC,GILD,GIS,GL,GLW,GM,GME,GNRC,GNT,GNW,GOOG,GOOGL,GP,GPC,GPN,GPS,GRA,GRMN,GS,GSX,GT,GTE,GWW,H,HAL,HAR,HAS,HBAN,HBI,HCA,HCP,HCR,HD,HES,HFC,HI,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,HWM,IAC,IBM,ICE,IDXX,IEX,IFF,IGT,ILMN,INCY,INFO,INGR,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITT,ITW,IVZ,J,JBHT,JBL,JCI,JEF,JKHY,JNJ,JNPR,JP,JPM,JWN,K,KBH,KDP,KEY,KEYS,KHC,KIM,KLAC,KMB,KMG,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIFE,LIN,LKQ,LLL,LLY,LM,LMT,LNC,LNT,LOW,LPX,LRCX,LSI,LU,LUB,LUV,LVS,LW,LYB,LYV,M,MA,MAA,MAC,MAR,MAS,MAT,MBI,MCD,MCHP,MCK,MCO,MD,MDLZ,MDP,MDT,MERQ,MET,MGM,MHK,MIR,MKC,MKTX,MLM,MMC,MMI,MMM,MNK,MNR,MNST,MO,MON,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MTL,MTW,MU,MUR,MXIM,MYL,NAV,NAVI,NBL,NBR,NC,NCLH,NCR,NDAQ,NE,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLOK,NLSN,NOC,NOV,NOW,NRG,NRTLQ,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,NYT,O,ODFL,ODP,OGN,OI,OKE,OM,OMC,ONE,ORCL,ORLY,OTIS,OXY,PAC,PAYC,PAYX,PBCT,PBI,PBY,PCAR,PCG,PCH,PD,PDCO,PEAK,PEG,PENN,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PLL,PM,PNC,PNR,PNW,POOL,PPG,PPL,PRGO,PRU,PSA,PSX,PTC,PVH,PVT,PWR,PX,PXD,PYPL,QCOM,QEP,QRVO,R,RAD,RCL,RDC,RDS.A,RE,REG,REGN,RF,RHI,RHT,RIG,RJF,RL,RMD,ROK,ROL,ROP,ROST,RRC,RRD,RSG,RTN,RYAN,RYI,S,SAF,SANM,SB,SBAC,SBUX,SCG,SCHW,SCI,SE,SEE,SFS,SHW,SIG,SII,SIVB,SJM,SLB,SLG,SLM,SNA,SNPS,SNT,SNV,SO,SPG,SPGI,SRCL,SRE,SSP,STE,STI,STT,STX,STZ,SUN,SUNEQ,SVU,SWK,SWKS,SWN,SYF,SYK,SYY,T,TA,TAP,TDC,TDG,TDY,TECH,TEL,TEN,TER,TEX,TFC,TFX,TGNA,TGT,THC,TIF,TJX,TKR,TMC,TMO,TMUS,TPR,TRIP,TRMB,TROW,TRV,TSCO,TSG,TSLA,TSN,TSS,TT,TTWO,TUP,TWTR,TX,TXN,TXT,TYL,UA,UAA,UAL,UCL,UDR,UHS,UIS,UK,ULTA,UN,UNH,UNM,UNP,UPC,UPS,URBN,URI,USB,V,VAR,VFC,VIAB,VIAC,VIAV,VLO,VMC,VNO,VNT,VRSK,VRSN,VRTS,VRTX,VSTNQ,VTR,VTRS,VZ,WAB,WAT,WB,WBA,WCG,WDC,WEC,WELL,WEN,WFC,WHR,WLL,WLTW,WM,WMB,WMT,WOR,WPX,WRB,WRK,WST,WU,WY,WYNN,X,XEC,XEL,XL,XLNX,XOM,XRAY,XRX,XYL,YRCW,YUM,ZBH,ZBRA,ZION,ZTS,COP,LUMN,MTG,RTX
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195202000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56823100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,44062900,,,13837824000,,,,1920608000,,,,,719205400,287024000,,,,,191678000,,933333300,,,100500000,45427100,,,34072000,,,,,,60930200,,,,,,,,111864000,296811100,,523000000,,,,,,,,,,,221052600,184284000,52584500,,235248000,,,,,,,,56774000,,,,,,5658000,,,,,79304000,61666700,,,,667164000,,282078000,,,,166927000,86108000,,322240000,,800000000,,,,,411428600,16680000,,,,,364288000,,,,,128687999.99999999,,,,,,,297304000,44307300,43422100,8010899.999999999,,782272000,,26550400,,,,,,96150000,,,,,,,,,,,,,,239880100,,,,,723881800,,164505000,,1128000000,99472000,211608000,,616834400,,,76552000,88065000,,213706000,,,,,,,195202000,,,,,,45960000,,,,,,5351351400,117259000,,,,,,,,431976000,,,,266019999.99999997,79729700,79729700,286064800,,87333000,,,,205000000,,,326272000,1572565000,,,,,,85990000,,,,283640000,,,,,144171000,134903900,,,82492000,,,,,,218560000,244366000,85432000,28452300,430610000,338610000,,,,887496000,,,,,,,,,119940000,106507000,,,,393712000,201869000,,,34388000,,420000000,146048000,,,1135966000,,,,,,,,,185882400,,,,,,265055500,,126188000,,,49090900,,,,,,,,,11111100,,,,,,,,338520000,10945537500,12820000,,711056000,499736800,513105100,,,,,,,,,183166000,,,,,,,214418000,,115628000,,426640000,,162127000,,,,,,1137786000,248994000,,,,,,117760000,,700776000,100584000,,,,,,,376420000,,,,2454832000,,,,110447000,,,,,,5500928000,,202008000,195586000,,,,,,,,401904000,,79344000,138461500,,428597100,215988000,56244100,2926912000,,,,297856000,492928000,50000000,,,,,,67480000,366176000,,,,6295648000,726560000,,65347800.00000001,975751900,,,109176000,55381900,,159792000,,,,,1118048000,,,172413800,52948000,,112834000,33631000,,,27306000,840000000,,,,,,,,,,232240000,128576000,,1543264000,,,,,,75584000,,,,,,,390688000,,,437806000,,914880000,,,,2862198000,,,,,2591748000,,,115217400,,7117928600,204238500,,,,,36613000,191600000,141584000,,,,,,412800,9472000,,,,22546000,958136000,75715000,,,142100000,2393024000,,,,92590000,,,,,566400000,,,341040000,,,68848000,,,,160184000,,,,,,107944000,,42280000,,4192587900.0000005,,,217060000,,,325814100,,293616000,,421379200,329033000,30772000,,,19400000,366438000,,1647556000,3929712000,,2678864000,840840800,139808100,188520000,,107800000,,,,,56568000,72747000,,435510200,298052000,,,6571400,,,30530000,,,,,,,,,72083300,8244400.000000001,,,,,,,,163922000,,,,,,306273000,594586800,,640000000,,50942600,,,,,,,,,,,,,,,,,550560000,,,,,1194500000,,,61352000,,,,,,,,,,,,,,,,,,83480000,,199760000,,358672000,,,,,,,,,,,,,,,320924000,,58276600,,,,,,,,,,,158461500,,,,,,,,,,,1202544000,,,,,,,,,13636900,,,,,,941176500,,,,,,,,,,,,,,,,,,,,,,284708200,796928000,,,,982224000,,,,,,,73276000,,,,,,92994000,,,,,,,,,,,,,,,,,,,,,,,451202000,,,983160000
1985-12-31,,44062900,,,13837824000,,,,1920608000,,,,256041999.99999997,691678200,574592000,,165528000,,,191678000,,933333300,,,100500000,45429300,,,34072000,,,,,,50384600,,,,,,840832000,,111864000,296811100,,523912000.00000006,,,,,,,,,,,221052600,184284000,52584500,,235248000,,,,,,,,56774000,,,,,,5658000,,,,,79364000,59200000,,,,667164000,,282078000,,,716204000,166927000,86108000,,322240000,,800000000,586771900,,,,411428600,16680000,,,,,364288000,,,,,128687999.99999999,,,,,,,298852000,44307300,43422100,8010899.999999999,,782272000,,26550400,,,,,,96150000,,,,,,,,,,,,,,239880100,,,,,723881800,,164505000,,1128000000,99472000,212144000,,616834400,,,76552000,88065000,,213706000,,,,,,14426000,195202000,,517152000.00000006,,,,45960000,,,,,,5351351400,117259000,,,,,,,,431976000,,,,266019999.99999997,63333300,63333300,286064800,,87333000,407436000,,,205000000,,,326272000,1572565000,,,,,,85990000,,,,283640000,,,,,144171000,134903900,,,82492000,,,,,,211680000,244366000,85432000,28452300,430610000,338610000,,,,887496000,,,,,,,,,119940000,106507000,,,,393712000,201869000,,,34388000,,420000000,146048000,,,1135966000,,,,,,,,,193888900,,,,,,265055500,,126188000,,,49090900,,,,,,,,,11111100,,,,,,,,338520000,10945537500,12820000,,712752000,499736800,513105100,,,,,,,,,183166000,,911124000,,,,,214418000,,115628000,,426640000,,162127000,,,,,,1137786000,248994000,,,,,,117760000,,700776000,100584000,,2055328000,386176000,593333300,,,376420000,,,,2454832000,,,,110447000,,,,,,5500928000,,202008000,195586000,,,,,,,,401904000,,79344000,138461500,,428597100,215988000,56160000,2926912000,,,,297856000,492928000,50000000,,,,,,67412000,366176000,,,,6295648000,726560000,,65347800.00000001,975751900,,,109176000,55381900,,160952000,,,,,1118048000,,,172413800,52948000,1159936000,112834000,33781000,,,27306000,840000000,,,,,,,,,,232240000,128576000,,1543264000,,,,,,75768000,966400000,,,,,,390688000,,,437806000,,914880000,,1229000,,2862198000,,,,,2591748000,,,115217400,,7117928600,204238500,,,,,36600000,191600000,141584000,,,,,,412800,9472000,,,,22546000,958136000,75715000,,,142100000,2393024000,,,,92590000,,,,8225800,566400000,,,341040000,,,68848000,,,,160184000,,,,,,109176000,,42280000,,4192587900.0000005,,,217060000,,,325814100,,293616000,,421379200,329033000,30772000,,,19400000,366438000,,1647556000,3929712000,,2681344000,840840800,140109400,188520000,,107800000,,,,,56568000,72747000,,435510200,298052000,,,6571400,,,30530000,,,,,,,,,72083300,8245799.999999999,,,,,,,,163922000,,,79347900,,,306273000,594586800,,640000000,,50942600,,,,,,,,,,,,,,,,,550560000,,,,,1194500000,,,61352000,,,,,,,,,,,,,,,,,,83480000,,199760000,,358672000,,,,,,,,,,,,,,,320924000,,58802800,,,,,,,,,,,158461500,,,,,,,,,,,1202544000,,,,,,,,,13636900,,,,,,941176500,,,,,,,,,,,,,,,,,,,,,,284708200,796928000,,,,982224000,,,,,,,73276000,,,,,,93049000,,,,,,,,,,,,,,,,,,,,,,,451202000,,,983160000
1986-03-31,,43837400,,,14033600000,,,,1913520000,,329260300,,256041999.99999997,691678200,585200000,,165528000,,,193535000,,1120000000,,,88500000,45501200,,,34120000,,,,,,49230800,,,,,,840832000,,111864000,297000000,,523912000.00000006,,,,,,,,,,,227647100,184284000,52584500,,236280000,,,,,,,,64024000,,,,,,5666000,,,,,79388000,61764700,1333879900,,,697652000,,415078000,,,716204000,166927000,83980000,,326168000,,800000000,587250000,,,,420000000,16680000,239952000,,,,365568000,,,,,85856000,,,,,,61838700,298276000,44307300,42302700,12991800,,787720000,,25907200,,,,230345000,,95141000,434296000,,,,38608000,,,,,220480000,,,,240887600,,,,,768983300,,171025000,,1135408000,99472000,212472000,70435000,616834400,,,84896000,88065000,,216086000,,,,,,14426000,195202000,,517216000,61838700,,,45055000,,,,,,5464285700,117259000,,,,,,,,432200000,,,,272428000,80000000,80000000,285382100,,95568000,407436000,,,85000000,,,326272000,1554066000,,,,,,85656000,,,,283640000,,,,,146596000,134925200,,,82492000,,,,,,215872000,241818000,85472000,28452300,433354000,338345000,,,,887496000,,,,,,,,,120660000,107207000,,,,393752000,204561000,,,34556000,,420000000,146848000,,,1116171700,,,,,,,,,202307700,,,,112834800,,312066000,201398800,127832000,,,51428600,,,180144000,,,,2998500,,11612900,,,,,,,,339632000,10954378400,12820000,,713776000,506785700,514558599.99999994,,,,,,,,,183169000,,911124000,,,,,216220000,,115676000,,434640000,,162337000,110097900,,,,,1140631000,249156200,,,,,,181760000,,700776000,100584000,,2055328000,398992000,593333300,,,376420000,,,,2461672000,,,,110811000,,,,,,5568960000,,191656000,196324000,,,,,,,,402896000,,75168000,137142900,,432290900,131526199.99999999,56160000,2925632000,,,147943000,298016000,493400000,50000000,,89352000,,,,67604000,366328000,,,,6284928000,695472000,,65347800.00000001,930930900,,,109840000,54068200,,161004000,,,,,1115992000,,,183928600,52948000,1159936000,112876000,33916000,,,27306000,732592200,,,,,,,,,,257240000,139606000,,1540912000,,,,,,75792000,921152000,,,,,,390496000,,,439748000,,915136000,,,,2867291000,,,,,2531292000,,,123404300,,7110816000,216731000,52540000,,,,36634000,191820000,134364000,,,,,,412800,9482000,,,,22546000,1001376000,75718000,,,146090000,2403776000,,,,92598000,,,,8225800,576111100,,179264000,342288000,,,79752000,,,,159812000,,,,,,110256000,,42280000,,4192587900.0000005,,,219524000,,,325901000,,302184000,,421379200,337348000,25972000,,,19400000,395034000,,1629106000,3936414000,,2681344000,1028528499.9999999,140569700,188520000,,108876000,,,,95104000,56676000,74346000,,435510200,298052000,,,8048800,,,30550000,,,,,,,,,77931000,8245799.999999999,,,,,,,68158000,124846000,,,,,,306957000,595456800,,640000000,,50906600,,,,,,,,,,,,,,,,,541116000,14668200,,,,1183896000,,1231786800,61361000,,,,,,,,,49840800,,,275455900,,,,,,83510000,,199760000,,359056000,,,,,,,,,,,,17392000,,,321016000,,58802800,,,,,,,,,,,162666700,,,,,,,,,,,1209280000,,,,,,,,,13680200,,,,,,937272700,,,,,,,,,,,,,,,,,,,,,,284708200,799200000,,,,983824000,,,,,,726112000,73324000,,,,,,93049000,,,,,,,,,,,,,,,,,,,,,,,454288000,56715000,,983160000
1986-06-30,,46488100,,,14260064000,,,6902000,1878008000,,329260300,,255414000,691678200,585200000,,165528000,,,193535000,,960000000,,,96187500,45501200,,,34120000,,,,,,50909100,,,,,,841344000,,114318000,297512700,,637888000,,,,,,,,,,,229047600,184284000,51961600,,236280000,,,,,,,,64024000,,,,,,6120000,,,,,79444000,61481500,,,,697652000,,422516000,,,717480000,217402500,83980000,,330344000,,600000000,587250000,,,70404000,446666700,16680000,,,,,367856000,,,,,85856000,,,,,,,298276000,44298400,41232800,12991800,,787720000,,26076800,,,,230345000,,93048000,434296000,,,,38608000,,,,,220480000,,,,241739100,,,,,758258300,,171023700,,1131856000,99480000,212472000,,616834400,,,84552000,87987000,,217050000,,,,,,14426000,195202000,,517400000,,,,45055000,,,,,,5443902400,117259000,,,,,,,,433144000,,,,275428000,80000000,80000000,285382100,,96351000,407538000,,,120000000,,,326272000,1554066000,,,,,,85656000,,,,281904000,,,,,146632000,134925200,,,83772000,,,,,,215872000,239966000,85520000,28452300,433354000,338680000,,,,887496000,,,,,,,,,121132000,108233000,,,,393752000,204581000,,,34566000,,420000000,148032000,,,1116731800,,,,,,,,,202307700,,,,,,312066000,,129116000.00000001,,,45000000,,,180144000,,,,2998500,,12857100,,,,,,,,339632000,10954378400,12997000,,713776000,506250000,518762799.99999994,,,,,,,,,179303000,,919159000,,,,,217132000,,115860000,,434600000,,162337000,,,,,,1144429000,249471500,,,,,,181760000,,705276000,100584000,,2055328000,398992000,510000000,,,376420000,,,,2462400000,,,,111267000,,,,,,5568960000,,191656000,196324000,,,,,,,,403184000,,75184000,141052600,,433782200,175928000,56160000,2903552000,,,,298032000,493860000,50000000,,,,,,67604000,367168000,,,,6186736000,694544000,,65347800.00000001,976532100,,,130696000,53725400,,161004000,,,,,1115992000,,,184137900,52948000,1250624000,114176000,33916000,,,27306000,855000000,,,,,,,,,,257860000,139225000,,1533680000,,,,,,75792000,921152000,,,,,,390496000,,,441986000,,920312000,,,,2874787000,,,,,2539586000,,,146774200,,7110816000,219159200,,,,,36634000,191820000,134364000,,,,,,412800,9838000,,,,22546000,1004664000,75775000,,,146090000,2403776000,,,,92944000,,,,8229200.000000001,572000000,,,344080000,,,89656000,,,,161720000,,,,,,110256000,,194232000,,4192587900.0000005,,,316700000,,,325901000,,302184000,,421379200,337348000,26104000,,,31400000,400554000,,1580288000,3936414000,,2681344000,1004641000,140569700,189552000,,108876000,,,,,56744000,75981000,,435510200,298052000,,,8484800,,,30596000,,,,,,,,,75666700,8250199.999999999,,,,,,,,124846000,,,,,,305799000,595456800,,640000000,,50906600,,,,,,,,,,,,,,,,,541116000,14668200,,,,1183896000,,,61388000,,,,,,,,,49840800,,,,,,,,,83510000,,199760000,,359056000,,,,,,,,,,,,17392000,,,321172000,,58939300,,,,,,,,,,,184285700,,,,,,,,,,,1209280000,,,,,,,,,13680200,,,,,,854015300,,,,,,,,,,,,,,,,,,,,,,284708200,798984000,,,,983840000,,,,,,,73324000,,,,,,93049000,,,,,,,,,,,,,,,,,,,,,,,454282000,56715000,,983160000
1986-09-30,,45347800,,,14260064000,,,6902000,1878008000,,324928000,,255414000,731609100,585200000,,162448000,,,193535000,,1020000000,,,97888900,45537200,,,38320000,,,,,,61016900,,,,,,833344000,,114318000,294814100,,676208000,,,,,,,,,,,229047600,184284000,51961600,,236280000,,,,,,,,64024000,,,,,,6120000,,,,,79444000,61000000,,,,697442000,,430606000,,,720116000,222473500,84070000,,330344000,,600000000,587250000,,,70404000,450000000,16680000,,,,,368128000,,,,,85856000,,,,,,,298500000,44341800,41232800,12991800,,788368000,,26204800,,,,230345000,,91544000,434296000,,,,38608000,,,,,220480000,,,,248515700,,,,,772351300,,171023900,,1133952000,99480000,213368000,,616834400,,,84608000,87987000,,224166000,,,,,,14960000,199118000,,517400000,,,,45055000,,,,,,5544000000,117259000,,,,,,,,433144000,,,,277758000,80303000,80303000,288390100,,96198000,407634000,,,55000000,,,326272000,1554066000,,,,,,85611000,,,,277752000,,,,,146653000,134970500,,,91526000,,,,,,217824000,236942000,85520000,28452300,433364000,338363000,,,,887496000,,,,,,,,,121332000,108628000,,,,393064000,204581000,,,34566000,,420000000,170272000,,,986244400,,,,,,,,,206666700,,,,,,312066000,,130913999.99999999,,,42000000,,,180144000,,,,2998500,,11875000,,,,,,,,341944000,10969705700,12997000,,717344000,505760900,518762799.99999994,,,,,,,,,179370000,,950406000,,,,,218870000,,115840000,,423264000,,162337000,,,,,,1144429000,249471500,,,,,,181760000,,700128000,100584000,,2055328000,399008000,600000000,,,376420000,,,,2462400000,,,,112456000,,,,,,5568960000,,191656000,200102000,,,,,,,,403184000,,75184000,146666700,,433782200,165085500,54436000,2844992000,,,,323712000,493860000,55800000,,,,,,68268000,367168000,,,,6190768000,694544000,,65347800.00000001,980355400,,,130696000,53315400,,161104000,,,,,1115992000,,,182000000,52948000,1250624000,114176000,33979000,,,27306000,706666700,,,,,,,,,,257860000,139424000,,1532008000,,,,,,75912000,921152000,,,,,,385920000,,,443952000,,918360000,,,,2874787000,,,,,2539586000,,,146296300,,7342400000,219159200,,,,,36639000,191820000,134364000,145392000,,,,,412800,9583000,,,,22546000,1022544000,75775000,,,146258000,2417408000,,,,93138000,,,,8095200,555652200,,,344080000,,,91576000,,,,161928000,,,,,,110280000,,194184000,,4192587999.9999995,,,316700000,,,326268400,,304696000,,417317100,360552000,26546000,,,32543999.999999996,400744000,,1550252000,3946985000,,2692256000,1055341100.0000001,141322300,189552000,,109248000,,,,,56876000,75981000,,435510200,298052000,,,10000000,,,30646000,,,,,,,,,75714300,8255000.000000001,,,,,,,,124846000,,,,,,305799000,595473900,,640000000,,51069300,,,,,,,,,,,,,,,,,541116000,14668200,,,,1143632000,,,61798000,,,,,,,,,49840800,,,,,,,,,83410000,,199760000,,361312000,,,,,,,,,,,,17392000,,,322996000,,57335100,,,,,,,,,,,185384600,,,,,,,,,,,1210480000,,,,,,,,,13752900,,,,,,944313700,,,,,,,,,,,,,,,,,,,,,,284708200,797352000,,,,983840000,,,,,,,74062000,,,,,,93121000,,,,,,,,,,,,,,,,,,,,,,,455766000,56715000,,1043336000
1986-12-31,,45347800,,,14260064000,,,6902000,1878008000,,324928000,,255414000,735931600,589984000,,163656000,,,193535000,,1020000000,,,97888900,45658600,,,38320000,,,,,,50349700,,,,,,833344000,,114318000,294814100,,680384000,,,,,,,,,,,229047600,184284000,51961600,,236280000,,,,,,,,65081999.99999999,,,,,,6123000,,,,,87704000,59032300,,,,697442000,,430606000,,,753128000,222473500,84070000,,327840000,,665000000,587278100,,,70404000,450000000,16680000,,,,,368128000,,,,,85856000,,,,,,,298168000,44392800,,12991800,,788368000,,26204800,,,,230345000,,91544000,434296000,,,,38608000,,,,,220480000,,,,248515700,,,,,772351300,,171023900,,1133952000,99480000,213568000,,616834400,,,84608000,87987000,,224166000,,,,,,14960000,199118000,,519087999.99999994,,,,45055000,,,,,,5544000000,117259000,,,,,,,,433144000,,,,277758000,83112600,83112600,288390100,,96198000,407634000,,,55000000,,,326272000,1569970000,,,,,,85611000,,,,277752000,,,,,146653000,134970500,,,91754000,,,,,,217040000,236942000,85520000,28452300,433364000,338363000,,,,872324000,,,,,,,,,121332000,108628000,,,,393064000,204581000,,,34566000,,420000000,170272000,,,986244400,,,,,,,,,206125000,,,,,,312066000,,130913999.99999999,,,42000000,,,180144000,,,,2998500,,11875000,,,,,,,,341944000,10969705700,12997000,,717344000,505760900,518762799.99999994,,,,,,,,,179370000,,952237000,,,,,218870000,,115840000,,423264000,,162337000,,,,,,1144429000,249471500,,,,,,181760000,,700128000,96748000,,2055328000,399024000,600000000,,,376420000,,,,2462400000,,,,112456000,,,,,,5568960000,,191656000,200102000,,,,,,,,403184000,,75184000,146666700,,433667500,165085500,54140000,2844992000,,,,323712000,493860000,55800000,,,,,,68508000,367168000,,,,6190768000,694544000,,65347800.00000001,980355400,,,130696000,53315400,,162500000,,,,,1115992000,,,182000000,52948000,1267872000,114176000,34087000,,,27321000,706666700,,,,,,,,,,257860000,139424000,,1532008000,,,,,,76584000,1490176000,,,,,,385920000,,,443952000,,918360000,,1229000,,2874787000,,,,,2539586000,,,146296300,,7342400000,219159200,,,,,36634000,212212000,134364000,145392000,,,,,400000,9583000,,,,22546000,1022544000,75775000,,,146258000,2423104000,,,,93138000,,,,8095200,555652200,,,344080000,,,91576000,,,,161928000,,,,,,111136000,,194184000,,4281836000.0000005,,,316700000,,,326511200,,304696000,,417317100,360552000,26546000,,,32543999.999999996,400744000,,1550252000,3946985000,,2692256000,1055341100.0000001,152238400,189552000,,109248000,,,,,56876000,75981000,,435510200,298052000,,,10000000,,,30646000,,,,,,,,,75714300,8255000.000000001,,,,,,,,124846000,,,88183800,,,295458000,595473900,,640000000,,51069300,,,,,,,,,,,,,,,,,541116000,14668200,,,,1143632000,,,61798000,,,,,,,,,49840800,,,,,,,,,83410000,,199760000,,361312000,,,,,,,,,,,,17392000,,,322996000,,56016500,,,,,,,,,,,185384600,,,,,,,,,,,1210480000,,,,,,,,,13752900,,,,,,944313700,,,,,,,,,,,,,,,,,,,,,,284708200,797352000,,,,983920000,,,,,,,74062000,,,,,,93214000,,,,,,,,,,,,,,,,,,,,,,,455766000,59601000,,1043336000
