ABS,ACKH,AFSI,AL,ARC,AVP,BBT,BHGE,BMS,BR,BT,CA,CFC,DELL,DJ,EDS,FBF,FJ,FMY,FTL.A,GAPTQ,HBOC,HLT,HPH,IKN,JCP,JP,KWP,MAY,MEL,MII,MIR,NAV,NGH,NXTV,NSI,NXTL,ONE,PDG,PHB,PVN,RBK,SEG,SUB,TCOMA,TMC,TOY,TWX,LCC,UCL,UK,UPR,UST,WAMUQ,CG,DGN,FDC,INCLF,MIL,NCC,USW,CRA,ACV,AT,BCR,BSC,COMS,CTB,GDW,H,HM,HRS,LU,MER,MTLQU,NLC,RNB,RX,SMS,STJ,TMC.A,UMGP,USS,ABX,BDK,DOW,FMCC,GAS,GP,JAVA,KRI,MDR,MOB,STI,TRW,UCC,KMG,PBY,ANDW,CBE,CNG,GLK,IR,LEH,RDC,FLTWQ,NSM,ANV,BNI,CCTYQ,CHA,FNMA,KRB,PGL,PPW,RML,SAI,WNDXQ,BKB,BLS,ETS,TLAB,TNB,CEG,GTE,MEE,ORX,PGN,PZE,WWY,BFO,HNZ,AZA.A,CBS,S,SMI,UN,MCIP,MWI,AMR,GTW,LDW.B,SFA,APC,WLL,SGID,FWLT,HET,BS,LDG,GRN,NMK,KATE,WLA,VO,BEAM,GR,EMC,PX,AET,HSH,BMGCA,CGP,ENRNQ,GDT,NOVL,PHA,PNU,RBD,ROH,OMX,OAT,DCNAQ,RTN,TRB,CEN,HPC,CTX,GPU,PLL,RDS.A,SAF,RLM,SGP,BGG,CYM,TMK,KM,TEK,TXU,AGN,WYE,CIN,PRD,SVU,HI,JOS,PD,SIAL,TIN,MZIAQ,BMET,OWENQ,RAL,STO,RYC,AS,UCM,AGC,AHM,RSHCQ,AM,BOL,SUN,EC,MEA,WB,CNC,BMC,PCS,PSFT,UPC,NCE,CCE,SPLS,SLR,SWY
1000015,1000045,1000048,1000069,1000077,1000077,1000077,1000079,1000095,1000095,1000095,1000097,1000112,1000179,1000179,1000179,1000180,1000180,1000181,1000181,1000184,1000209,1000209,1000224,1000227,1000228,1000228,1000229,1000230,1000231,1000231,1000231,1000231,1000232,1000234,1000234,1000235,1000242,1000242,1000266,1000266,1000285,1000298,1000301,1000301,1000301,1000301,100030,100030,100030,100030,100030,100030,100030,1000112,1000179,1000180,1000224,1000230,1000231,100030,1000015,1000015,1000077,1000077,1000095,1000112,1000112,1000180,1000184,1000184,1000189,1000224,1000227,1000228,1000228,1000235,1000242,1000266,1000266,1000297,1000298,1000298,1000015,1000077,1000112,1000177,1000179,1000179,1000184,1000189,1000207,1000209,1000242,1000266,1000266,1000189,1000228,1000048,1000079,1000097,1000177,1000180,1000184,1000228,1000166,1000207,1000048,1000077,1000079,1000095,1000112,1000180,1000191,1000209,1000227,1000228,1000234,1000077,1000077,1000112,1000230,1000230,1000077,1000112,1000179,1000181,1000184,1000189,1000231,1000076,1000166,1000069,1000077,1000209,1000209,1000228,1000228,1000179,1000015,1000112,1000177,1000191,1000048,1000228,1000189,1000095,1000112,1000069,1000112,1000095,1000166,1000112,1000209,1000209,1000050,1000095,1000079,1000179,1000015,1000095,1000069,1000076,1000077,1000079,1000097,1000112,1000112,1000112,1000166,1000097,1000097,1000077,1000112,1000179,1000076,1000079,1000077,1000077,1000095,1000095,1000112,1000095,1000097,1000048,1000077,1000112,1000077,1000112,1000112,1000015,1000112,1000069,1000079,1000095,1000077,1000077,1000077,1000079,1000095,1000077,1000048,1000077,1000077,1000077,1000077,1000045,1000077,1000015,1000015,1000077,1000015,1000015,1000076,1000045,1000050,1000076,1000015,1000045,1000072,1000072,1000079,1000069,1000045,1000069,1000069,1000069
